lat,lon,Address,Station_Name,Fuel Type
32.367916,-86.267021,2951 Chestnut St,Spire - Montgomery Operations Center,CNG
33.745843,-84.398837,340 Whitehall St,PS Energy - Atlanta,CNG
33.821911,-84.367461,2424 Piedmont Rd NE,Metropolitan Atlanta Rapid Transit Authority,CNG
33.760256,-84.543822,270 Marvin Miller Dr,United Parcel Service,CNG
29.779918,-95.435385,7721A Washington St,Clean Energy - Texas Department of Transportation,CNG
35.362213,-94.375338,2100 S Waldron Rd,Arkansas Oklahoma Gas Corp,CNG
42.37470554648246,-71.02654860574343,1000 Cottage St Ext,Clean Energy - Logan International Airport,CNG
42.393167,-71.064352,16 Rover St,Clean Energy - Everett - National Grid,CNG
40.718037,-73.932309,287 Maspeth Ave,Clean Energy - Greenpoint - National Grid,CNG
40.64554,-73.918344,8424 Ditmas Ave,Canarsie - National Grid,CNG
39.795998,-86.169223,2150 Dr Martin Luther King Jr St,Langsdale Facility - Citizens Energy Group,CNG
39.736169,-86.161743,111 W Raymond St,CNG Source Fueling - Greene's Auto & Truck Service,CNG
41.736894,-72.660257,131 Brainard Rd,Shell,CNG
30.471166,-91.087975,8968 S Choctaw Dr,Sparq - Baton Rouge,CNG
35.65758,-105.993406,2931 Rufina St,Clean Energy - City of Santa Fe - Santa Fe Trails Transit,CNG
38.966292,-94.715917,11401 W 89th St,Kansas Gas Service,CNG
43.599179,-116.276042,555 S Cole Rd,Intermountain Gas Co,CNG
42.949867,-112.468069,12584 W Tyhee Rd,Intermountain Gas Co,CNG
43.509729,-112.007445,1527 Hollipark Dr,Intermountain Gas Co,CNG
43.615117,-116.618458,2921 Caldwell Blvd,Intermountain Gas Co,CNG
43.559171,-116.241498,4701 Northrup St,ValleyRide,CNG
39.058754,-95.667854,200 E 1st Ave,Kansas Gas Service,CNG
38.598601,-90.323574,4118 Shrewsbury Ave,Spire - Shrewsbury,CNG
40.785664,-73.219818,1650 Islip Ave,Clean Energy - Brentwood - National Grid,CNG
40.766799,-73.509603,175 E Old Country Rd,Clean Energy - Hicksville - National Grid,CNG
32.817883,-96.988716,128 N Briery Rd,Clean Energy - City of Irving,CNG
32.76662,-96.807086,801 S Riverfront Blvd,Clean Energy - Downtown Dallas,CNG
32.89683,-96.68401,3526 Security St,Clean Energy - Garland Independent School District,CNG
40.599413,-111.993532,8370 S 4300 W,Jordan School District,CNG
40.764976,-111.922291,1150 W 200 S,Questar Gas - Salt Lake City,CNG
40.767168,-111.921952,1078 W 100 S,Salt Lake Operations Center,CNG
40.703021,-111.922753,3148 S 1100 W,Salt Lake County Oxbow Prison,CNG
41.734633,-111.861488,1050 W 200 N,Questar Gas - LW's Conoco,CNG
39.586805,-110.813433,850 S Carbon Ave,Dominion Energy - Market Express Sinclair,CNG
38.786621,-112.084147,1375 N Main St,Questar Gas - Chevron,CNG
37.69344,-113.094441,946 N Production Rd,Enterprise Station,CNG
30.689832,-88.108861,2828 Dauphin St,Mobile Gas Services Corp,CNG
44.891455,-93.285766,501 W 61st St,CenterPoint Energy - Minnegasco,CNG
41.235148,-96.011954,2615 S 64th Ave,Metropolitan Utilities District,CNG
39.407087,-104.872002,3103 N Industrial Way,X3Energy,CNG
39.83765604691739,-104.6805,27700 E 78th Ave,Clean Energy - Denver International Airport Rental Car,CNG
42.667569,-73.739345,1125 Broadway,Clean Energy - Albany - National Grid,CNG
45.562809,-122.537882,12120 NE Inverness Dr,Northwest Natural Gas - Parkrose Service Center,CNG
45.46966,-122.567129,9222 SE Knapp St,Northwest Natural Gas - Mt. Scott Service Center,CNG
44.971345,-123.029369,3123 Broadway St NE,Northwest Natural Gas - Salem Service Center,CNG
44.9224565,-123.003936,1100 Airport Rd SE,Oregon Department of Administrative Services State Motor Pool,CNG
35.473122,-97.551807,621 N Pennsylvania Ave,City of Oklahoma City,CNG
35.455709,-97.585311,901 S Portland Ave,United Parcel Service,CNG
35.520864,-97.51313,4901 N Santa Fe Ave,Oklahoma Natural Gas - Northside Service Center,CNG
35.406042,-97.503367,412 SE 59th St,Oklahoma Natural Gas - Southside Service Center,CNG
34.185103,-97.107574,1995 Veterans Blvd,Oklahoma Natural Gas - Southern Oklahoma Development Association,CNG
36.393246,-97.942055,421 S Garland Rd,Oklahoma Natural Gas - Enid Service Center,CNG
36.084708,-96.13021,410 W 55th St,Sand Springs Schools,CNG
35.751753,-96.689896,Mile 178 Turner Turnpike,EZ Go #53,CNG
36.13876,-95.911286,5848 E 15th St,Oklahoma Natural Gas - Tulsa Service Center,CNG
36.180333,-95.890286,1815 N 77th E Ave,Tulsa Public Schools,CNG
36.110572,-96.003683,1012 W 36th Pl,Tulsa Public Schools - McBirney,CNG
35.740689,-95.396141,2616 Border Ave,Oklahoma Natural Gas - Muskogee Service Center,CNG
36.730008,-97.093765,2205 N Ash St,Oklahoma Natural Gas - Ponca City Service Center,CNG
35.346744,-96.930096,1444 N Kickapoo St,Oklahoma Natural Gas - Shawnee Service Center,CNG
40.125753,-75.536518,1101 W Bridge St,Clean Energy - Phoenixville,CNG
40.080572,-75.252389,680 Ridge Pike,Clean Energy - Plymouth,CNG
39.20062,-121.062126,788 Taylorville Rd,PG&E - Grass Valley Service Center,CNG
37.773172,-121.968239,4500 Norris Canyon Rd,United Parcel Service,CNG
36.969267,-121.999295,615 7th Ave,PG&E - Santa Cruz Service Center,CNG
35.317617,-119.039048,4101 Wible Rd,PG&E - Bakersfield Service Center,CNG
36.837226,-119.688819,1490 Herndon Ave,Clovis Unified School District,CNG
36.72136,-119.761165,3754 E California Ave,PG&E - Fresno Service Center,CNG
36.67217,-121.641106,390 Griffin St,PG&E - Salinas Service Center,CNG
37.51689164917228,-122.2624653462799,275 Industrial Way,PG&E - San Carlos Service Center,CNG
37.761127,-122.41383,536 Treat Ave,PG&E - San Francisco Service Center,CNG
37.956072,-122.028697,1030 Detroit Ave,PG&E - Concord Service Center,CNG
37.642339,-122.117821,24300 Clawiter Rd,PG&E - Hayward Service Center,CNG
37.916909,-122.344036,1100 S 27th St,PG&E - Richmond Service Center,CNG
37.951236,-122.499682,1220 Andersen Dr,PG&E - San Rafael Service Center,CNG
37.335646,-122.021398,10900 N Blaney Ave,PG&E - Cupertino Service Center,CNG
37.335663,-121.907088,308 Stockton Ave,PG&E - San Jose Service Center,CNG
37.990624,-121.283787,4040 West Ln,PG&E - Stockton Service Center,CNG
38.428592,-122.766929,3965 Occidental Rd,PG&E - Santa Rosa Service Center,CNG
38.888863,-121.074465,333 Sacramento St,PG&E - Auburn Service Center,CNG
38.545155,-121.731878,1415 2nd St,PG&E - Davis Service Center,CNG
38.568857,-121.470192,1400 29th St,Sacramento Regional Transit District - Mid Town,CNG
38.52681700136836,-121.39041881135748,5555 Florin-Perkins Rd,PG&E - Florin-Perkins Service Center,CNG
40.443169,-122.306738,1471 Ferry St,Anderson Union High School District (Private),CNG
30.633284,-87.041286,5162 Munson Hwy,City of Milton,CNG
28.545239,-81.38651,600 W Robinson St,TECO Peoples Gas,CNG
25.920799,-80.15665,15779 W Dixie Hwy,TECO Peoples Gas,CNG
34.829494,-82.310005,100 Woodruff Industrial Ln,Piedmont Natural Gas - Greenville,CNG
35.860856,-78.594331,2712 Discovery Dr,Dominion Energy,CNG
32.631042,-117.057953,84 E J St,Chula Vista Education Center,CNG
32.59578,-117.054443,3650 Main St,Trillium - San Diego Metropolitan Transit System,CNG
33.13411446156775,-117.3323436878052,602 Cannon Rd,San Diego Gas and Electric - Carlsbad,CNG
33.212501,-117.352552,305 Via Del Norte,Trillium - North County Transit District West,CNG
32.978339,-117.034924,13626 Twin Peaks Rd,Poway Unified School District,CNG
32.876295,-117.166362,6875 Consolidated Way,San Diego Gas and Electric Service Center - Miramar Yard,CNG
32.833537,-117.132811,5488 Overland Ave,San Diego Gas and Electric Service Center - San Diego,CNG
32.824786,-117.157551,4630 Ruffner St,Trillium - San Diego Metropolitan Transit System,CNG
33.862772,-117.234706,17700 Indian Ave,Clean Energy - Waste Management - Moreno Valley,CNG
34.056631,-118.220154,742 N Mission Rd,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 10,CNG
34.030601,-118.465876,1701 Stewart St,Clean Energy - Santa Monica SoCal Gas,CNG
34.025657,-118.031019,2800 Workman Mill Rd,Clean Energy - Los Angeles County Sanitation District,CNG
33.968221,-118.109093,8101 S Rosemead Blvd,SoCalGas - Pico Rivera Base,CNG
33.758315,-118.293979,755 W Capitol Dr,SoCalGas - San Pedro Base,CNG
34.256511,-118.391859,11900 Branford St,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 15,CNG
34.209219,-118.496403,16645 Saticoy St,SoCalGas - Van Nuys Base,CNG
34.091688,-117.87986,534 N Barranca Ave,City of Covina - City Corporate Yard,CNG
34.2370197786977,-118.597759390213,7711 Canoga Ave,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 8,CNG
34.001326,-117.830482,21865 Copley Dr,South Coast Air Quality Management District - Diamond Bar,CNG
33.812361,-116.395444,32-505 Harry Oliver Trail,SunLine Transit Agency,CNG
33.971694,-117.371722,3077 Cottage St,SoCalGas - Riverside Base,CNG
33.778966,-118.007908,12698 Industry St,SoCalGas - Garden Grove Base,CNG
33.764643,-117.924497,11790 Cardinal Pl,Trillium - Orange County Transportation Authority - Garden Grove,CNG
33.676026,-117.764558,6427 Oak Canyon,Clean Energy - Irvine City Yard,CNG
34.191405,-119.161215,1650 Patton Ct,SoCalGas - Oxnard Base,CNG
35.254197,-120.670939,75 Prado Rd,Revolution CNG - JB Dewar Inc,CNG
35.362213,-94.375338,2100 S Waldron Rd,Arkansas Oklahoma Gas Corp,CNG
33.41957,-112.105877,3045 S 22nd Ave,City of Phoenix - Salt River Service Center,CNG
33.569437,-111.882019,9191 E San Salvador Dr,City of Scottsdale,CNG
32.167149,-110.919046,3401 E Gas Rd,Southwest Gas Corp,CNG
32.175788,-110.9574,4004 S Park Ave,City of Tucson - Fleet Service - Sun Tran,CNG
36.220567,-115.125553,3333 Losee Rd,Clean Energy - RTC Losee,CNG
36.864044,-76.217318,1184 Lance Rd,Virginia Natural Gas - Lance Rd,CNG
37.083023,-76.463112,746 Diligence Dr,Virginia Natural Gas - VNG Office,CNG
39.132781,-77.172278,17000 Crabbs Branch Way,Montgomery County Government - Gaithersburg Highway Fuel Site,CNG
46.72815,-117.105,5702 State Route 270,Avista Pullman Service Center,CNG
47.671791,-117.389731,1411 E Mission Ave,Avista Central Operating Facility,CNG
46.421726,-117.060257,1330 Fair St,Avista Clarkston Service Center,CNG
35.166531,-89.972823,1130 Tupelo St,"Memphis Light, Gas and Water - North Center",CNG
33.859921,-118.281006,450 W Griffith St,Clean Energy - Los Angeles County Metropolitan Transportation Authority - Division 18,CNG
33.941383,-118.377866,10400 Aviation Blvd,Clean Energy - Los Angeles International Airport,CNG
40.72954,-73.6075,700 Commercial Ave,Nassau Inter-County Express,CNG
39.12915713274186,-77.16913057937623,16700 Crabbs Branch Way,Montgomery County Government - Equipment Maintenance & Transit Operations Center,CNG
35.602719,-95.962047,2018 S Wood Dr,Oklahoma Natural Gas - Okmulgee Service Center,CNG
33.6013089,-112.1419547,12641 N 39th Ave,Washington Elementary School District,CNG
33.789934,-84.441488,1600 Perry Blvd NW,Metropolitan Atlanta Rapid Transit Authority,CNG
39.710548,-121.812671,11239 Midway,PG&E - Chico Service Center,CNG
38.3509,-121.977342,158 Peabody Rd,PG&E - Vacaville Service Center,CNG
38.53261231120132,-121.7597961521149,800 Garrod Dr,Unitrans Shop,CNG
33.714919,-116.211564,83-255 Highway 111,SunLine Transit Agency,CNG
33.932994,-118.119479,9240 E Firestone Blvd,SoCalGas - Energy Resource Center,CNG
33.801121,-117.889388,1919 S State College Blvd,Trillium - Southern California Gas Co,CNG
34.108647,-117.325532,1700 W 5th St,Omnitrans,CNG
33.899899,-118.207088,1471 E Elm St,SoCalGas - Compton Base,CNG
33.979964,-117.321031,3401 Watkins Dr,University of California - Riverside,CNG
34.047068,-117.634077,1440 S Cucamonga St,City of Ontario - City Yard,CNG
33.823629,-117.904653,955 S Melrose St,City of Anaheim,CNG
33.823151,-116.508135,3400 E Tahquitz Canyon Way,Clean Energy - Palm Springs International Airport,CNG
34.082264,-118.108702,900 S New Ave,City of Alhambra,CNG
34.2019,-116.045,Del Valle Blvd,Marine Corps Air Ground Combat Center,CNG
40.856204,-96.717819,302 Superior St,Nebraska Department of Transportation,E85
40.811394,-96.699689,M St & Centennial Mall S,Nebraska Transportation Services Bureau - Dispatch Building,E85
40.91701,-98.379743,3305 Old Potash Hwy,Nebraska Department of Transportation,E85
44.904113,-97.130798,220 10th St NW,Sioux Valley Co-op - Cenex,E85
44.00769,-97.146785,45316 Highway 34,F&M Co-op Oil,E85
40.762848,-96.701622,5001 S 14th St,Nebraska Department of Transportation,E85
42.034894,-93.575925,2801 E 13th St,Kum & Go #113,E85
40.825493,-91.208355,4305 W Mount Pleasant St,Texaco - Highway 34 Truckstop,E85
38.588189,-92.255887,3714 W Truman Blvd,Conoco - Convenient Food Mart,E85
44.103769,-103.14969,4200 N I-90 Service Rd,Flying J,E85
34.2483191527193,-118.3879713743439,11797 Truesdale St,LADWP - Truesdale Center,ELEC
34.052542,-118.448504,1394 S Sepulveda Blvd,LADWP - West LA District Office,ELEC
34.050745,-118.081014,2244 Walnut Grove Ave,Southern California Edison - Rosemead Office Building 1,ELEC
34.040539,-118.271387,1201 S Figueroa St,Los Angeles Convention Center,ELEC
34.059133,-118.248589,111 N Hope St,LADWP - John Ferraro Building,ELEC
33.759802,-118.096665,6801 E 2nd St,LADWP - Haynes Power Plant,ELEC
38.576769,-121.495022,1303 10th St,State Capitol Parking Garage,ELEC
33.770508,-118.265628,161 N Island Ave,LADWP - Harbor Generating Station,ELEC
34.30309,-118.480505,13201 Sepulveda Blvd,LADWP - Sylmar West,ELEC
34.066801,-118.227605,1630 N Main St,LADWP - EV Service Center,ELEC
34.036777,-118.368841,2311 S Fairfax Ave,LADWP - Fairfax Center,ELEC
34.06872,-118.064,9530 Telstar Ave,California Air Resources Board,ELEC
34.039736,-118.236065,1212 Palmetto St,LADWP - Palmetto Center,ELEC
33.42027,-112.106234,2225 W Lower Buckeye Rd,Phoenix Public Transit Department - South Facility,LNG
33.941974,-118.420055,7350 World Way W,Clean Energy - Los Angeles International Airport,LNG
40.453057,-88.96696,1808 Morrissey Dr,Evergreen FS Farmtown,E85
44.18791,-94.012676,1271 N River Dr,Kwik Trip #334,E85
32.89947,-117.243,10666 N Torrey Pines Rd,Scripps Green Hospital,ELEC
33.098589,-117.004433,15500 San Pasqual Valley Rd,San Diego Wild Animal Park,ELEC
34.221665,-118.468371,15421 Roscoe Blvd,Galpin Motors,ELEC
33.909914,-117.459053,1299 Galleria at Tyler,Galleria at Tyler,ELEC
34.14762,-118.147111,150 E Holly St,City of Pasadena - Holly Street Garage,ELEC
34.145138,-118.152655,45 De Lacey Ave,City of Pasadena - De Lacey Garage,ELEC
34.145119,-118.150133,33 E Green St,City of Pasadena - Schoolhouse Garage,ELEC
34.142973,-118.140553,150 S Los Robles,Pasadena Hilton,ELEC
34.118433,-118.149597,606 Fair Oaks Ave,Bristol Farms,ELEC
33.49857,-112.145787,4020 W Glenrosa Ave,City of Phoenix - Glenrosa Service Center,CNG
36.301205,-119.654857,11827 S 11th Ave,Kings County Yard,CNG
34.042311,-117.584572,1735 S Turner Ave,United Parcel Service,CNG
36.169487,-119.338155,3989 S K St,Clean Energy - City of Tulare,CNG
39.843538,-104.7096952,27651 E 81st Ave,Clean Energy - Denver International Airport Concourse A,CNG
45.538064,-122.887453,20605 NW Cornell Rd,Northwest Natural Gas - Sunset Service Center,CNG
44.066369,-92.503307,4120 Highway 52 N,Kwik Trip #382,E85
36.023112,-95.786303,2421 S 1st Pl,Oklahoma Natural Gas - Broken Arrow Service Center,CNG
42.223132,-89.027541,4545 Sandy Hollow Rd,Phillips 66 - Sandy's,E85
44.974073,-93.251026,1221 Washington Ave S,Bobby & Steve's Mobil,E85
41.527246,-72.064419,157 N Main St,Norwich Public Utilities,CNG
33.7637,-118.192,200 S Pine Ave,Hyatt Regency Long Beach,ELEC
33.94325,-118.403342,1 World Way,Los Angeles International Airport (LAX) - Lot 6,ELEC
34.241116,-118.556708,9301 Tampa Ave,Northridge Fashion Center - Yard House,ELEC
34.07122,-117.575,700 N Haven Ave,Ontario Airport Hilton,ELEC
34.228315,-119.170865,600 E Esplanade Dr,Courtyard Marriott - Oxnard Ventura,ELEC
33.824004,-116.543589,400 E Tahquitz Canyon Way,Hilton - Palm Springs,ELEC
37.700187,-121.876172,4340 Rosewood Dr,East Bay Mini,ELEC
34.0189,-117.38,5425 Wilson St,Inland Empire Foods,ELEC
38.69005,-121.58889,Lindbergh Dr,Sacramento International Airport - Daily A Lot,ELEC
34.017081,-118.44704,3223 Donald Douglas Loop,City of Santa Monica - Airport,ELEC
34.010021,-118.49583,200 Santa Monica Pier,City of Santa Monica - Pier,ELEC
34.156839,-118.434454,14006 Riverside Dr,Westfield Fashion Square,ELEC
33.49605,-117.152,28462 Front St,City of Temecula - 6th Street Lot,ELEC
34.138717,-118.35904,333 Universal Terrace Pkwy,Universal City Hilton,ELEC
34.21108,-118.448704,7724 Van Nuys Blvd,Van Nuys Amtrak/Metrolink Station,ELEC
33.94756,-118.153806,7075 Firestone Blvd,Office Max - Home Depot,ELEC
37.80619,-122.4152,555 N Point St,Hyatt at Fisherman's Wharf,ELEC
38.599693,-121.427045,1689 Arden Way,Arden Fair Mall,ELEC
32.723948,-96.893853,2005 S Cockrell Hill Rd,Clean Energy - Cockrell Hill,CNG
35.225601,-97.458827,605 N Berry Rd,Oklahoma Natural Gas - Norman Service Center,CNG
34.707522,-97.242035,1701 W Airline Rd,Oklahoma Natural Gas - Pauls Valley Service Center,CNG
35.7140876,-96.7681766,1028 N Preston,Oklahoma Natural Gas - CNG Maintenance Facility,CNG
35.993424,-96.127984,410 S Hawthorne St,Oklahoma Natural Gas - Sapulpa Service Center,CNG
33.992864,-96.381442,523 W Evergreen St,Oklahoma Natural Gas - Durant Service Center,CNG
40.008558,-75.280726,315 E Montgomery Ave,Lower Merion High School,CNG
39.792275,-89.642936,928 S 9th St,Springfield Mass Transit District,CNG
33.42027,-112.106234,2225 W Lower Buckeye Rd,Phoenix Public Transit Department - South Facility,CNG
34.508713,-117.332343,14201 McArt Rd,City of Victorville,CNG
38.935741,-121.103591,11448 F Ave,Placer County Department of Public Works,CNG
35.391836,-119.025602,1830 Golden State Ave,Golden Empire Transit,CNG
38.001646,-122.072536,2467 Waterbird Way,Contra Costa County,CNG
38.729924,-121.316844,2005 Hilltop Cir,City of Roseville,CNG
38.481677,-121.39277,8421 Gerber Rd,Elk Grove Unified School District,CNG
33.691565,-117.939438,10844 Ellis Ave,Fountain Valley - Orange County Sanitation District,CNG
34.074496,-118.030858,3629 Cypress Ave,City of El Monte Transportation Services,CNG
33.954901,-118.045014,13200 Mulberry Dr,Whittier Union High School District,CNG
34.421443,-119.684178,219 N Quarantina St,SoCalGas - Santa Barbara Base,CNG
36.590599,-119.4258,1600 S Apple Ave,Kings Canyon Unified School District,CNG
35.75191,-119.240762,725 S Lexington St,City of Delano,CNG
34.285896,-118.810731,490 W Los Angeles Ave,Simi Valley Transit,CNG
32.705788,-117.149884,100 16th St,San Diego Metropolitan Transit System,CNG
42.392613,-83.177738,14270 Schaefer Hwy,DTE Energy - Coolidge,CNG
38.549973,-92.149117,701 Eastland Dr,Conoco - Convenient Mart,E85
46.823993,-100.774849,1120 E Divide Ave,Petro Serve USA - Farmers Union Oil Co,E85
42.660919,-88.522923,700 County Highway H,AmeriGas,LPG
35.267353,-101.885391,5901 N Western St,Centergas Fuels,LPG
46.842162,-68.009825,441 Main St,Northeastern Supply Co,LPG
41.082789,-73.429554,33 Rockland Rd,Hocon Gas Inc,LPG
40.782618,-74.232109,24 Lakeside Ave,Awisco,LPG
40.875277,-74.070034,199 Route 46 W,Modern Propane Gas Co,LPG
41.651953,-74.672938,276 E Broadway,Combined Energy Services,LPG
42.8601082048398,-78.85922572883605,70 Katherine St,Irish Propane,LPG
40.572305,-76.647804,8635 State Route 209,Koppy's Propane Inc,LPG
38.71499248848763,-75.7876069656067,3941 Federalsburg Hwy,Tri-Gas,LPG
37.419674,-77.501414,6901 Iron Bridge Rd,Blossman Gas Inc,LPG
36.0781916,-80.2401848,1421 S Main St,AmeriGas,LPG
36.040371,-79.77377,710 Patton Ave,AmeriGas,LPG
35.250341,-81.055212,6109 W Wilkinson Blvd,Blossman Gas Inc,LPG
34.99191447235952,-78.35319889682006,1504 Sunset Ave,Parker Gas Co,LPG
34.795094,-81.480821,4636 Jonesville-Lockhart Hwy,Denton Gas Co Inc,LPG
34.231469,-84.855059,1990 Joe Frank Harris Pkwy NW,Blossman Gas Inc,LPG
33.330208,-84.696877,2635 E Highway 16,Blossman Gas Inc,LPG
33.795583,-84.416951,1475 Old Chattahoochee Ave,Georgia Gas Distributors Inc,LPG
34.25143680939097,-83.89017841468046,4319 Mundy Mill Rd,Blossman Gas Inc,LPG
29.815293,-82.604314,17460 High Springs Main St,Suburban Propane,LPG
30.314705,-81.576634,7709 Alton Ave,D & D Gas Inc,LPG
28.568905,-81.232029,10606 E Colonial Dr,Lovelace Gas Service Inc,LPG
31.91202187551444,-85.15031842460633,54 Old US Highway 82,Gala Gas Co Inc,LPG
33.65029673045481,-85.82958337301636,421 Noble St,Superior Gas,LPG
33.921589,-85.620314,702 Memorial Dr,Superior Gas,LPG
33.136025,-85.362562,915 Lafayette Hwy,Superior Gas,LPG
33.3315279279969,-85.47636822090146,1662 Old Highway N 431,Blossman Gas Inc,LPG
32.613832,-85.371078,3003 Marvyn Pkwy,Blossman Gas Inc,LPG
33.44524,-88.84445,905 Highway 12 W,Scott Petroleum,LPG
31.730092,-89.428718,12675 State Highway 28 W,Blossman Gas Inc,LPG
32.332444,-89.153519,404 Northside Dr,Blossman Gas Inc,LPG
32.044212,-88.728494,305 N Archusa Ave,Blossman Gas Inc,LPG
31.664652336114976,-88.62882023677065,102 Mississippi Dr,Blossman Gas Inc,LPG
30.387011,-89.092705,3000 25th Ave,Alliance AutoGas,LPG
31.125255,-90.105773,249 Old Highway 98 E,Herring Gas Co,LPG
36.96700673178476,-86.47675713757324,110 Campbell Ln,Blossman Gas Inc,LPG
41.599915,-83.793113,10501 Airport Hwy,AmeriGas,LPG
41.021243,-81.527391,2400 S Main St,AmeriGas,LPG
40.28805210000001,-84.1853395,2006 W Michigan St,Sunoco - Frantom,LPG
39.801785,-84.119562,3551 Intercity Dr,McMahan's Bottle Gas,LPG
39.686648,-86.191362,1750 W Epler Ave,Ferrellgas,LPG
41.703187,-85.999989,27795 County Rd 10 W,Franger Gas Co,LPG
38.370905,-85.982061,9360 Highway 150,Pearce Bottled Gas Inc,LPG
42.212961,-83.224188,18701 Northline Rd,Fireside Shoppe,LPG
43.6636158,-83.9491356,2625 S Huron Rd,Greene's Gas Co,LPG
43.612859,-84.786743,914 W Pickard St,Coyne Oil and Propane - Citgo,LPG
43.40755,-84.914344,8512 Howard City Edmore Rd,Gas Production Co Inc,LPG
42.08426579137223,-86.10764249073793,79221 M-51 Hwy,Tapper Propane,LPG
43.209511,-85.552336,13443 Northland Dr,AmeriGas,LPG
42.18877,-93.600452,633 Market Ave,Key Co-op - Cenex,LPG
43.184578,-95.854432,603 2nd Ave,Co-op Gas & Oil,LPG
41.016931,-95.233166,203 W Oak St,United Farmers Mercantile Co-op,LPG
43.037844,-89.300987,4117 Terminal Dr,AmeriGas,LPG
43.079008,-89.309455,1301 S Stoughton Rd,Ferrellgas,LPG
43.951709,-89.818179,503 S Main St,Roche-A-Cri Gas,LPG
43.45333162313355,-88.80594289999884,7160 N Raceway Rd,United Co-op,LPG
44.991768,-92.546966,50 Packer Dr,Lakes Gas Co,LPG
45.32144921347732,-92.6848171983948,801 Prospect Ave,Ferrellgas,LPG
45.154349,-89.148964,1584 Neva Rd,AmeriGas,LPG
44.655065,-90.184604,212 W 14th St,Superior Gas Service,LPG
45.633577,-89.416625,112 S Park St,AmeriGas,LPG
46.578846,-90.906851,411 Sanborn Ave,Midland Services Inc,LPG
45.511284,-91.740166,924 Hammond Ave,Lakeland Co-op,LPG
45.026438,-93.283182,3900 Washington Ave N,Lakes Gas Co,LPG
45.590137,-95.917661,1000 Atlantic Ave,Morris Co-op Association,LPG
45.21913,-96.64383,313 W 4th Ave,Conoco - UPI Petroleum,LPG
43.786315,-99.312377,1200 E King Ave,Lakeview Sinclair,LPG
44.36473,-98.22608,703 2nd St SW,Raymond Oil Co,LPG
45.457279,-98.478615,721 S State St,Agtegra Co-op,LPG
45.79104112844835,-97.7502327989502,711 Vander Horck St,North Star Energy,LPG
45.007628,-101.245195,Highway 212 W,D & R Propane Inc,LPG
46.923661,-98.015913,151 9th Ave NW,Dakota Plains Co-op,LPG
48.791873107639454,-97.6430196460259,1304 Highway 5 W,Cenex - North Star Co-op,LPG
45.672305,-108.761506,800 E Main St,Town & Country Supply - Laurel,LPG
46.397091,-112.735401,303 W Montana Ave,Farmers Union Oil Co,LPG
48.509598,-111.864547,714 Roosevelt Hwy,Taylor's True Value Farm Store,LPG
48.363671,-107.878595,200 Highway 2 W,Westside Self Service,LPG
40.61440510357647,-88.1762632023773,202 N Highway 54,Hicksgas,LPG
41.200666,-90.74496,203 SE 5th Ave,Blick & Blick Oil Inc,LPG
40.932053,-90.375206,1242 S West St,Ferrellgas,LPG
40.316843,-88.157041,536 N Ohio Ave,United Fuel Co,LPG
39.158963,-90.617327,214 Park St,Rull Brothers Propane,LPG
38.52876561460776,-89.98474233862305,1431 N Illinois St,Thompson Gas,LPG
38.610698,-89.534246,120 N 4th St,Wade Sales & Service Inc,LPG
38.315898,-88.971133,13079 N Shiloh Dr,Harper Propane Service Inc,LPG
37.738458,-89.215318,1114 N Marion St,Southern FS,LPG
39.524082,-94.774737,504 Maple Leaf St,Nash Gas Co Inc,LPG
39.7070711,-94.878437,6629 Memorial Hwy,Thompson Gas,LPG
39.793464,-93.543136,1 E Jackson St,Ferrellgas,LPG
38.07116,-91.410484,211 Highway DD W,AmeriGas,LPG
39.837643,-97.630972,201 N M St,Rural Gas Inc,LPG
38.0867512564151,-97.34512833544312,3160 N K-15 Hwy,Propane Central,LPG
38.849542,-97.612219,514 N 9th St,Propane Central,LPG
38.053947,-97.911312,109 Clay St,Bridgman Oil Co,LPG
38.037489,-97.940849,707 N Main St,Propane Central,LPG
37.019411,-100.919019,1330 S Kansas Ave,Southwest Gas Equipment Co,LPG
41.0376048,-96.3589001,642 Route 6,Great Plains Service Inc,LPG
40.774991,-99.732302,707 E Pacific St,All Points Co-op,LPG
40.582081,-98.360124,1630 E South St,Bosselman Energy,LPG
40.05967708751021,-101.53354462824852,33797 NE 34,Frenchman Valley Co-op,LPG
32.155722,-91.713832,4030 Front St,O'Neal Gas,LPG
33.955851,-91.842242,1301 N Lincoln Ave,Scott Petroleum,LPG
33.36331453618138,-93.533397,1428 Highway 82 E,Southern LP Gas Inc,LPG
33.952359401633004,-93.871315,1570 Highway 371,Southern LP Gas Inc,LPG
34.568008,-94.256164,2201 Highway 71 S,Southern LP Gas Inc,LPG
35.013763,-92.798412,1072 Fourche Ave,Ferrellgas,LPG
35.240358,-91.690837,703 Eastline Rd,Ferrellgas,LPG
36.280519,-90.949528,2511 Highway 67 N,Pinnacle Propane,LPG
35.376575,-97.441963,9005 S Sunnylane Rd,Red Baker Propane,LPG
35.421938,-99.288447,20734 US Highway 66,Beck & Root Fuel Co,LPG
36.084812,-97.051949,3411 S Boomer Rd,Central Propane Inc,LPG
35.787229,-95.401368,3130 N 32nd St,LaFerry's Propane Co,LPG
